Seq,Row,Symbol,Order,IC,Entropy,Function
64Orig,47,I,10,2.69886482602195,3.53360742886604,diff
64Orig,48,I,8,0.772414613068245,2.71872608428518,diff
64Orig,49,IV,9,1.0568778457283,3.4021463095582,diff
64Orig,50,V,10,2.44242411145369,4.27050316199608,diff
64Orig,51,I,9,2.52499989863922,3.01331965894427,diff
64Orig,52,I,9,2.61059022264069,4.81677591910865,diff
64Swap,42,I,7,2.63560760432948,3.59163041626465,diff
64Swap,43,I,7,3.32072203084343,5.06850374497079,diff
64Swap,44,IV,8,2.85796197172498,4.74459299798094,diff
64Swap,45,V,9,1.64132855278501,4.07088278421341,diff
64Swap,46,V,10,4.52876011781647,2.12981082066008,diff
64Swap,47,IV,10,2.62744657548804,3.53360742886604,diff
64Swap,48,I,6,3.09817519526602,3.69496840789132,diff
64Swap,49,IV,6,3.1519506975333,4.92200967142976,diff
64Swap,50,V,7,2.74207746372262,4.10666141825975,diff
64Swap,51,I,7,1.79042043989196,4.18161623919086,diff
64Swap,52,I,7,4.34695785442354,2.92690406331733,diff
65Orig,14,I,5,0.996080381152819,3.20898522766111,diff
65Orig,15,II,6,2.10294278648718,4.22868011732672,diff
65Orig,16,I,7,0.996080381152819,3.20898522766111,diff
65Orig,17,II,8,2.10294278648718,4.24985625134423,diff
65Orig,18,I,9,0.996080381152819,3.20898522766111,diff
65Orig,19,II,10,1.78427502531191,3.74275921181546,diff
65Orig,20,I,10,0.442058827529782,1.91736724297892,diff
65Orig,21,II,10,0.98665200950574,3.24857469716293,diff
65Orig,22,I,10,0.442058827529782,1.91736724297892,diff
65Orig,23,II,10,0.98665200950574,3.24857469716293,diff
65Orig,24,I,10,0.442058827529782,1.91736724297892,diff
65Swap,14,I,5,0.996080381152819,3.20898522766111,diff
65Swap,15,II,6,2.10294278648718,4.22868011732672,diff
65Swap,16,I,7,0.996080381152819,3.20898522766111,diff
65Swap,17,II,8,2.10294278648718,4.24985625134423,diff
65Swap,18,I,9,0.996080381152819,3.20898522766111,diff
65Swap,19,I,10,1.85905617683068,3.74275921181546,diff
65Swap,20,I,10,0.722670936175832,2.88568004008151,diff
65Swap,21,II,5,7.15021410125409,2.59316019469079,diff
65Swap,22,I,4,3.5548075930514,4.65942908634755,diff
65Swap,23,II,4,0.34878448093437,1.83995168602461,diff
65Swap,24,I,5,0.256136924604609,1.36131276039522,diff
66Orig,15,I,5,2.85307496361023,4.95656261761426,diff
66Orig,16,IV,5,0.997297287927992,3.59031918007957,diff
66Orig,17,I,6,0.693118630079254,2.64836387460758,diff
66Orig,18,I,7,3.9930109560724,3.16321707255467,diff
66Orig,19,IV,7,2.87638771238539,4.80014289779035,diff
66Orig,20,I,8,2.11077171521804,3.95701801912454,diff
66Orig,21,-VII,9,4.73032265461085,4.52579475006926,diff
66Orig,22,I,6,2.8568734836643,4.03292716797093,diff
66Orig,23,I,6,2.43132361486371,4.45119775172479,diff
66Orig,24,IV,7,3.72875593128962,4.17487878753523,diff
66Orig,25,I,6,2.82594852209458,4.06999307656825,diff
66Swap,15,I,5,2.85307496361023,4.95656261761426,diff
66Swap,16,IV,5,0.997297287927992,3.59031918007957,diff
66Swap,17,I,6,0.693118630079254,2.64836387460758,diff
66Swap,18,I,7,3.9930109560724,3.16321707255467,diff
66Swap,19,IV,7,2.87638771238539,4.80014289779035,diff
66Swap,20,V,8,2.03370110541965,3.95701801912454,diff
66Swap,21,-VII,8,7.41700072297424,2.71364805586484,diff
66Swap,22,I,4,3.64588610391015,4.28241157792115,diff
66Swap,23,I,4,3.71645679951838,4.7369778091973,diff
66Swap,24,IV,4,4.38516896708838,5.17922483658926,diff
66Swap,25,I,4,3.59987017986262,5.03041042685669,diff
67Orig,91,I,5,2.85307496361023,4.95656261761426,diff
67Orig,92,IV,5,0.997297287927992,3.59031918007957,diff
67Orig,93,I,6,0.693118630079254,2.64836387460758,diff
67Orig,94,I,7,3.9930109560724,3.16321707255467,diff
67Orig,95,IV,7,2.87638771238539,4.80014289779035,diff
67Orig,96,I,8,2.11077171521804,3.95701801912454,diff
67Orig,97,I,9,2.98608379449534,4.52579475006926,diff
67Orig,98,IV,9,2.95863031516794,4.42404593717632,diff
67Orig,99,v,9,6.66600836777328,3.87261902012446,diff
67Orig,100,v,4,4.14304986897832,4.39930938183544,diff
67Orig,101,v,3,3.39974280024479,4.99752604027827,diff
67Swap,91,I,5,2.85307496361023,4.95656261761426,diff
67Swap,92,IV,5,0.997297287927992,3.59031918007957,diff
67Swap,93,I,6,0.693118630079254,2.64836387460758,diff
67Swap,94,I,7,3.9930109560724,3.16321707255467,diff
67Swap,95,IV,7,2.87638771238539,4.80014289779035,diff
67Swap,96,V,8,2.03370110541965,3.95701801912454,diff
67Swap,97,I,8,0.716271348516605,2.71364805586484,diff
67Swap,98,IV,10,1.32032993476183,3.78960588608395,diff
67Swap,99,v,9,8.49554917734108,2.1911812712633,diff
67Swap,100,v,3,3.98050640349001,4.67608617277789,diff
67Swap,101,v,3,3.39974280024479,4.99752604027827,diff
68Orig,12,I,10,2.43183630663952,4.29712155506494,diff
68Orig,13,I,10,0.869829215914514,3.04600438811083,diff
68Orig,14,IV,10,1.44636675607013,3.75974010168436,diff
68Orig,15,IV,10,2.16016805660129,4.17844747045069,diff
68Orig,16,I,10,1.22742834147768,3.5795860319697,diff
68Orig,17,I,10,1.68491373496228,3.41331822952775,diff
68Orig,18,IV,10,3.52128806779929,3.74822533751135,diff
68Orig,19,IV,9,0.716297350183027,2.85469054441171,diff
68Orig,20,I,10,0.796090554526972,3.01687324823817,diff
68Orig,21,I,10,2.18746403999667,4.17139686697641,diff
68Orig,22,V,10,4.64203867076067,2.4353069064046,diff
68Swap,12,I,10,2.43183630663952,4.29712155506494,diff
68Swap,13,I,10,0.869829215914514,3.04600438811083,diff
68Swap,14,IV,10,1.44636675607013,3.75974010168436,diff
68Swap,15,IV,10,2.16016805660129,4.17844747045069,diff
68Swap,16,I,10,1.22742834147768,3.5795860319697,diff
68Swap,17,V,10,1.60727528185121,3.41331822952775,diff
68Swap,18,IV,10,4.10789006622506,3.4927012829419,diff
68Swap,19,IV,6,3.22837256639198,4.33651865015652,diff
68Swap,20,I,6,1.87632089339105,4.17435480243321,diff
68Swap,21,I,7,2.49589831776255,4.08992251785647,diff
68Swap,22,V,7,3.6633577730889,4.70395560065152,diff
69Orig,60,I,8,2.45853607158943,4.54516274031418,diff
69Orig,61,I,9,0.817309787844721,3.01580250673108,diff
69Orig,62,IV,10,1.83699611656455,3.91667775143945,diff
69Orig,63,IV,10,0.903749160733865,3.15102247206131,diff
69Orig,64,I,10,1.22742834147768,3.5795860319697,diff
69Orig,65,I,10,1.68491373496228,3.41331822952775,diff
69Orig,66,IV,10,3.52128806779929,3.74822533751135,diff
69Orig,67,IV,9,0.716297350183027,2.85469054441171,diff
69Orig,68,I,10,0.796090554526972,3.01687324823817,diff
69Orig,69,V,10,2.71471911666932,4.2322236464588,diff
69Orig,70,I,10,2.67495677086895,4.36248383496205,diff
69Swap,60,I,8,2.45853607158943,4.54516274031418,diff
69Swap,61,I,9,0.817309787844721,3.01580250673108,diff
69Swap,62,IV,10,1.83699611656455,3.91667775143945,diff
69Swap,63,IV,10,0.903749160733865,3.15102247206131,diff
69Swap,64,I,10,1.22742834147768,3.5795860319697,diff
69Swap,65,V,10,1.60727528185121,3.41331822952775,diff
69Swap,66,IV,10,4.10789006622506,3.4927012829419,diff
69Swap,67,IV,6,3.22837256639198,4.33651865015652,diff
69Swap,68,I,6,1.87632089339105,4.17435480243321,diff
69Swap,69,V,7,1.99135209034633,4.08992251785647,diff
69Swap,70,I,8,3.52541542101512,4.35344662996376,diff
70Orig,118,IV,9,0.703674856179997,2.74204302572322,diff
70Orig,119,IV,10,1.47971231614108,3.30487318248482,diff
70Orig,120,I,10,0.923598115233841,3.10902491584579,diff
70Orig,121,I,9,0.462310520184631,1.98516690992613,diff
70Orig,122,IV,10,3.63017437569768,3.5634357419217,diff
70Orig,123,IV,9,2.56291670116138,3.78054967637557,diff
70Orig,124,I,8,2.79647826947235,4.71657433879392,diff
70Orig,125,I,8,1.17234150223372,3.72580818630869,diff
70Orig,126,I,10,4.18742468748746,4.27735476147621,diff
70Orig,127,I,8,2.48062171800022,4.65556331623937,diff
70Orig,128,I,9,3.05192525001935,4.70394097271434,diff
70Swap,118,IV,9,0.703674856179997,2.74204302572322,diff
70Swap,119,IV,10,1.47971231614108,3.30487318248482,diff
70Swap,120,I,10,0.923598115233841,3.10902491584579,diff
70Swap,121,I,9,0.462310520184631,1.98516690992613,diff
70Swap,122,IV,10,3.63017437569768,3.5634357419217,diff
70Swap,123,I,9,2.64346940426727,3.78054967637557,diff
70Swap,124,I,9,2.89661672821862,4.24160924017034,diff
70Swap,125,I,7,1.22800203792674,3.79449826322459,diff
70Swap,126,I,9,3.28063084679353,3.78908708920307,diff
70Swap,127,I,8,2.48869889752206,4.64375881720899,diff
70Swap,128,I,9,2.15276752713751,4.52242888487702,diff
71Orig,17,IV,7,1.73203253934863,4.03148229960792,diff
71Orig,18,I,8,1.36278579364388,3.74034975226831,diff
71Orig,19,V,9,2.02351266609147,4.29655022102843,diff
71Orig,20,V,10,4.62518221868917,3.69014740696627,diff
71Orig,21,IV,5,2.62388157084941,4.56502744067514,diff
71Orig,22,I,6,1.95869062279621,3.75756317904945,diff
71Orig,23,V,7,2.92659204333149,4.71049696401981,diff
71Orig,24,IV,8,3.95991817204399,4.09616315450221,diff
71Orig,25,I,5,2.81841030547032,4.68738570851048,diff
71Orig,26,IV,6,3.41883220509512,4.58145457236231,diff
71Orig,27,I,7,2.31968122826285,4.55411997966417,diff
71Swap,17,IV,7,1.73203253934863,4.03148229960792,diff
71Swap,18,I,8,1.36278579364388,3.74034975226831,diff
71Swap,19,V,9,2.02351266609147,4.29655022102843,diff
71Swap,20,V,10,4.62518221868917,3.69014740696627,diff
71Swap,21,IV,5,2.62388157084941,4.56502744067514,diff
71Swap,22,IV,6,2.04012285903088,3.75756317904945,diff
71Swap,23,V,7,3.05161608410966,3.60917095037147,diff
71Swap,24,IV,7,2.95276033430989,4.33761492835227,diff
71Swap,25,I,5,1.32621721241617,3.85720326776237,diff
71Swap,26,IV,6,3.91656547329828,4.33598125655041,diff
71Swap,27,I,6,2.20261695728094,4.45278251712737,diff
72Orig,59,V,7,5.37679011421363,1.92061853851715,diff
72Orig,60,I,7,2.06188487605238,4.42387821531876,diff
72Orig,61,IV,8,3.55093794530609,4.68993082509478,diff
72Orig,62,I,8,2.88195878354932,3.88450472248648,diff
72Orig,63,IV,8,1.68583030297567,4.08939002700238,diff
72Orig,64,I,9,1.90132519477468,3.81425524874166,diff
72Orig,65,I,9,2.89310833429374,4.42028368790966,diff
72Orig,66,I,9,3.41554965655522,4.4749202101482,diff
72Orig,67,I,7,2.03993906868734,4.47914016009516,diff
72Orig,68,I,8,2.96248946244695,4.98574802055746,diff
72Orig,69,I,9,2.10942722026296,4.56913949572972,diff
72Swap,59,V,7,5.37679011421363,1.92061853851715,diff
72Swap,60,I,7,2.06188487605238,4.42387821531876,diff
72Swap,61,IV,8,3.55093794530609,4.68993082509478,diff
72Swap,62,I,8,2.88195878354932,3.88450472248648,diff
72Swap,63,IV,8,1.68583030297567,4.08939002700238,diff
72Swap,64,V,9,1.81893093470587,3.81425524874166,diff
72Swap,65,I,8,2.86859846773959,3.61973510808742,diff
72Swap,66,I,8,2.03339528453861,4.32613168785268,diff
72Swap,67,I,9,3.08436288563704,4.90248164394154,diff
72Swap,68,I,8,2.59828709912442,3.37768387337724,diff
72Swap,69,I,8,1.94021733392222,4.4145185679815,diff
73Orig,83,V,7,5.37679011421363,1.92061853851715,diff
73Orig,84,I,7,2.06188487605238,4.42387821531876,diff
73Orig,85,IV,8,3.55093794530609,4.68993082509478,diff
73Orig,86,I,8,2.88195878354932,3.88450472248648,diff
73Orig,87,IV,8,1.68583030297567,4.08939002700238,diff
73Orig,88,I,9,1.90132519477468,3.81425524874166,diff
73Orig,89,IV,9,1.99510070773035,4.42028368790966,diff
73Orig,90,I,9,0.712786132270028,2.7618708792413,diff
73Orig,91,V,10,4.36806668319489,4.20964398876204,diff
73Orig,92,IV,9,3.79962383615047,4.43987860905261,diff
73Orig,93,I,8,2.15038408160713,4.22870320537036,diff
73Swap,83,V,7,5.37679011421363,1.92061853851715,diff
73Swap,84,I,7,2.06188487605238,4.42387821531876,diff
73Swap,85,IV,8,3.55093794530609,4.68993082509478,diff
73Swap,86,I,8,2.88195878354932,3.88450472248648,diff
73Swap,87,IV,8,1.68583030297567,4.08939002700238,diff
73Swap,88,V,9,1.81893093470587,3.81425524874166,diff
73Swap,89,IV,8,3.89397976714559,3.61973510808742,diff
73Swap,90,I,7,2.49558463129962,3.65100119385929,diff
73Swap,91,V,7,3.69621424478287,4.64873572708198,diff
73Swap,92,IV,7,2.17953339912334,4.03974997170656,diff
73Swap,93,I,7,0.725663450158717,2.80548293545668,diff
74Orig,8,I,7,1.32684494010918,3.94784946330338,diff
74Orig,9,IV,8,1.8957575176517,4.44954202185844,diff
74Orig,10,V,9,3.21464014688162,3.88214429340014,diff
74Orig,11,V,10,3.52459078431486,4.15345084529849,diff
74Orig,12,IV,10,4.08438607933886,3.30398510179747,diff
74Orig,13,IV,6,2.28689412097979,3.87036842525426,diff
74Orig,14,I,6,1.81699918791577,4.11562982719961,diff
74Orig,15,IV,7,1.32118497880197,3.49102736653615,diff
74Orig,16,I,7,1.30219168913105,3.6853264451203,diff
74Orig,17,IV,8,4.24036881554202,4.35058973089322,diff
74Orig,18,V,7,4.06842383341923,4.86395814940402,diff
74Swap,8,I,7,1.32684494010918,3.94784946330338,diff
74Swap,9,IV,8,1.8957575176517,4.44954202185844,diff
74Swap,10,V,9,3.21464014688162,3.88214429340014,diff
74Swap,11,V,10,3.52459078431486,4.15345084529849,diff
74Swap,12,IV,10,4.08438607933886,3.30398510179747,diff
74Swap,13,I,6,2.3701153603105,3.87036842525426,diff
74Swap,14,I,6,3.58016588593372,4.4981693399141,diff
74Swap,15,IV,6,3.64137503460178,4.58638412856869,diff
74Swap,16,I,6,1.97850058228057,4.53792367853917,diff
74Swap,17,IV,7,1.81443164044178,4.34609744487945,diff
74Swap,18,V,8,2.83721843864486,3.84129971164235,diff
75Orig,8,I,7,1.32684494010918,3.94784946330338,diff
75Orig,9,IV,8,1.8957575176517,4.44954202185844,diff
75Orig,10,V,9,3.21464014688162,3.88214429340014,diff
75Orig,11,V,10,3.52459078431486,4.15345084529849,diff
75Orig,12,IV,10,4.08438607933886,3.30398510179747,diff
75Orig,13,IV,6,2.28689412097979,3.87036842525426,diff
75Orig,14,I,6,1.81699918791577,4.11562982719961,diff
75Orig,15,IV,7,1.32118497880197,3.49102736653615,diff
75Orig,16,I,7,1.30219168913105,3.6853264451203,diff
75Orig,17,IV,8,4.24036881554202,4.35058973089322,diff
75Orig,18,V,7,4.06842383341923,4.86395814940402,diff
75Swap,8,I,7,1.32684494010918,3.94784946330338,diff
75Swap,9,IV,8,1.8957575176517,4.44954202185844,diff
75Swap,10,V,9,3.21464014688162,3.88214429340014,diff
75Swap,11,V,10,3.52459078431486,4.15345084529849,diff
75Swap,12,IV,10,4.08438607933886,3.30398510179747,diff
75Swap,13,V,6,2.19899797018407,3.87036842525426,diff
75Swap,14,I,7,2.33277996001102,3.91832192855441,diff
75Swap,15,IV,7,3.88514544517521,4.8824653169202,diff
75Swap,16,I,7,1.08851376441572,3.23531088964147,diff
75Swap,17,IV,8,2.41246504833861,4.18929861599508,diff
75Swap,18,V,8,3.5841266419804,4.21049370414262,diff
76Orig,8,I,7,1.42271969357695,4.15985385139395,diff
76Orig,9,I,8,1.7013011886761,4.36259780504565,diff
76Orig,10,I,9,1.16922999801922,3.86063061031726,diff
76Orig,11,IV,10,3.92204426335297,4.40413535977805,diff
76Orig,12,IV,10,1.61490323395981,4.04349849116453,diff
76Orig,13,IV,10,2.07899897080512,3.89437705490764,diff
76Orig,14,IV,10,0.413416221289319,1.94768621491314,diff
76Orig,15,I,10,0.880915995325127,2.95912366357328,diff
76Orig,16,V,10,5.76919016673561,2.26381043752831,diff
76Orig,17,V,6,4.31741083881725,4.53836241555986,diff
76Orig,18,IV,5,2.80892902708054,4.64888523123993,diff
76Swap,8,I,7,1.42271969357695,4.15985385139395,diff
76Swap,9,I,8,1.7013011886761,4.36259780504565,diff
76Swap,10,I,9,1.16922999801922,3.86063061031726,diff
76Swap,11,IV,10,3.92204426335297,4.40413535977805,diff
76Swap,12,IV,10,1.61490323395981,4.04349849116453,diff
76Swap,13,I,10,2.16722057971475,3.89437705490764,diff
76Swap,14,IV,10,6.48129150226411,1.79555071527567,diff
76Swap,15,I,6,2.71768138025065,4.69641340905569,diff
76Swap,16,V,7,2.88192465710627,3.94794237643046,diff
76Swap,17,V,7,2.78802021225471,4.32023565865617,diff
76Swap,18,IV,7,1.19650451937606,3.82622719065019,diff
77Orig,132,I,10,1.37493295339557,4.04520928246739,diff
77Orig,133,I,10,0.526579793925958,2.33533875397635,diff
77Orig,134,I,10,0.526579793925958,2.33533875397635,diff
77Orig,135,IV,10,4.28917842134248,2.33533875397635,diff
77Orig,136,IV,10,1.1108641024065,3.24478256104327,diff
77Orig,137,IV,10,2.07899897080512,3.89437705490764,diff
77Orig,138,IV,10,0.413416221289319,1.94768621491314,diff
77Orig,139,I,10,0.880915995325127,2.95912366357328,diff
77Orig,140,I,10,0.523572973706628,2.26381043752831,diff
77Orig,141,I,10,0.660129832221222,2.60316100103517,diff
77Orig,142,I,10,0.665570935767361,2.77844247884869,diff
77Swap,132,I,10,1.37493295339557,4.04520928246739,diff
77Swap,133,I,10,0.526579793925958,2.33533875397635,diff
77Swap,134,I,10,0.526579793925958,2.33533875397635,diff
77Swap,135,IV,10,4.28917842134248,2.33533875397635,diff
77Swap,136,IV,10,1.1108641024065,3.24478256104327,diff
77Swap,137,I,10,2.16722057971475,3.89437705490764,diff
77Swap,138,IV,10,6.48129150226411,1.79555071527567,diff
77Swap,139,I,6,2.71768138025065,4.69641340905569,diff
77Swap,140,I,7,3.88882622470433,3.94794237643046,diff
77Swap,141,I,6,3.32508323187271,5.01126897882921,diff
77Swap,142,I,7,3.20077561227004,4.59551971554574,diff
78Orig,7,I,6,1.88979591077031,4.66416159969298,diff
78Orig,8,IV,7,4.0429459126919,4.5391173051375,diff
78Orig,9,IV,8,2.3551776370972,4.59700690273396,diff
78Orig,10,ii,9,4.398916544381,4.50423349557792,diff
78Orig,11,ii,8,1.20982757467915,3.30211890313117,diff
78Orig,12,V,10,2.42688039662679,3.90880936166406,diff
78Orig,13,V,6,0.331904204790606,1.58432352994755,diff
78Orig,14,I,8,0.527340794077516,2.22704930010333,diff
78Orig,15,IV,7,6.24459796006823,2.34471687970151,diff
78Orig,16,V,5,3.04953028308499,4.64134386971083,diff
78Orig,17,V,6,3.56773506761317,4.03885024930463,diff
78Swap,7,I,6,1.88979591077031,4.66416159969298,diff
78Swap,8,IV,7,4.0429459126919,4.5391173051375,diff
78Swap,9,IV,8,2.3551776370972,4.59700690273396,diff
78Swap,10,ii,9,4.398916544381,4.50423349557792,diff
78Swap,11,ii,8,1.20982757467915,3.30211890313117,diff
78Swap,12,IV,10,2.33726214393794,3.90880936166406,diff
78Swap,13,V,4,3.56184191222779,3.87817647249378,diff
78Swap,14,I,4,2.32680723135652,4.65769282293406,diff
78Swap,15,IV,5,3.23449868119476,5.06107837955429,diff
78Swap,16,V,6,2.35496881985066,4.49389364111781,diff
78Swap,17,V,6,4.09657766597093,4.58420231197652,diff
79Orig,22,I,10,0.78425022089705,2.8927259867946,diff
79Orig,23,IV,10,0.689163076150887,2.73446010973858,diff
79Orig,24,V,10,0.202140603770991,1.1686573751168,diff
79Orig,25,I,10,0.513324456068251,2.19103444624885,diff
79Orig,26,IV,10,3.66603961830083,2.8927259867946,diff
79Orig,27,V,10,1.75925277068928,3.49023904000706,diff
79Orig,28,I,10,1.96628115389676,4.16044122571843,diff
79Orig,29,IV,10,2.38169822399459,4.58396906147868,diff
79Orig,30,V,9,0.45059681157151,2.0085245686553,diff
79Orig,31,I,10,0.501401043528083,2.28804783079958,diff
79Orig,32,IV,10,0.744550443193895,2.90849568461252,diff
79Swap,22,I,10,0.78425022089705,2.8927259867946,diff
79Swap,23,IV,10,0.689163076150887,2.73446010973858,diff
79Swap,24,V,10,0.202140603770991,1.1686573751168,diff
79Swap,25,I,10,0.513324456068251,2.19103444624885,diff
79Swap,26,IV,10,3.66603961830083,2.8927259867946,diff
79Swap,27,I,10,1.84904141057603,3.49023904000706,diff
79Swap,28,I,10,3.29940907276041,3.89269326976036,diff
79Swap,29,IV,8,2.50388405825625,4.68650810089073,diff
79Swap,30,V,9,2.43955935196327,4.1863903876563,diff
79Swap,31,I,8,0.716271348516605,2.71364805586484,diff
79Swap,32,IV,10,1.32032993476183,3.78960588608395,diff
80Orig,9,ii,7,1.21566095630445,3.45863512084235,diff
80Orig,10,IV,6,0.653285630126144,2.59734121908838,diff
80Orig,11,I,9,1.70358404900389,3.85286980816931,diff
80Orig,12,ii,7,0.85086421733574,2.92610980939861,diff
80Orig,13,IV,6,0.653285630126144,2.59734121908838,diff
80Orig,14,I,10,2.03966490447015,3.87066493105809,diff
80Orig,15,ii,7,0.85086421733574,2.92610980939861,diff
80Orig,16,IV,6,0.653285630126144,2.59734121908838,diff
80Orig,17,I,10,2.03966490447015,3.87066493105809,diff
80Orig,18,ii,7,0.85086421733574,2.92610980939861,diff
80Orig,19,IV,6,0.653285630126144,2.59734121908838,diff
80Swap,9,ii,7,1.21566095630445,3.45863512084235,diff
80Swap,10,IV,6,0.653285630126144,2.59734121908838,diff
80Swap,11,I,9,1.70358404900389,3.85286980816931,diff
80Swap,12,ii,7,0.85086421733574,2.92610980939861,diff
80Swap,13,IV,6,0.653285630126144,2.59734121908838,diff
80Swap,14,V,10,1.94953038189678,3.87066493105809,diff
80Swap,15,ii,6,4.31305285837165,3.70632029152573,diff
80Swap,16,IV,4,4.37193389277424,3.63354861010026,diff
80Swap,17,I,4,1.46954292550693,4.00187619657519,diff
80Swap,18,ii,5,5.01443019283637,4.51061679943078,diff
80Swap,19,IV,4,2.68729303456394,4.70866030861021,diff
81Orig,18,ii,7,0.85086421733574,2.92610980939861,diff
81Orig,19,IV,6,0.653285630126144,2.59734121908838,diff
81Orig,20,I,10,2.03966490447015,3.87066493105809,diff
81Orig,21,ii,7,0.85086421733574,2.92610980939861,diff
81Orig,22,IV,6,0.653285630126144,2.59734121908838,diff
81Orig,23,I,10,2.03966490447015,3.87066493105809,diff
81Orig,24,ii,7,0.85086421733574,2.92610980939861,diff
81Orig,25,IV,6,0.653285630126144,2.59734121908838,diff
81Orig,26,vi,10,3.6124923028959,3.87066493105809,diff
81Orig,27,IV,4,5.54058277025449,3.30610662767728,diff
81Orig,28,V,3,4.03602933621221,5.1314167274996,diff
81Swap,18,ii,7,0.85086421733574,2.92610980939861,diff
81Swap,19,IV,6,0.653285630126144,2.59734121908838,diff
81Swap,20,I,10,2.03966490447015,3.87066493105809,diff
81Swap,21,ii,7,0.85086421733574,2.92610980939861,diff
81Swap,22,IV,6,0.653285630126144,2.59734121908838,diff
81Swap,23,V,10,1.94953038189678,3.87066493105809,diff
81Swap,24,ii,6,4.31305285837165,3.70632029152573,diff
81Swap,25,IV,4,4.37193389277424,3.63354861010026,diff
81Swap,26,vi,4,4.38266784132888,4.00187619657519,diff
81Swap,27,IV,4,4.95286634298371,4.4967908535113,diff
81Swap,28,V,3,4.03602933621221,5.1314167274996,diff
82Orig,164,ii,7,0.85086421733574,2.92610980939861,diff
82Orig,165,IV,6,0.653285630126144,2.59734121908838,diff
82Orig,166,I,10,2.03966490447015,3.87066493105809,diff
82Orig,167,ii,7,0.85086421733574,2.92610980939861,diff
82Orig,168,IV,6,0.653285630126144,2.59734121908838,diff
82Orig,169,I,10,2.03966490447015,3.87066493105809,diff
82Orig,170,ii,7,0.85086421733574,2.92610980939861,diff
82Orig,171,IV,6,0.653285630126144,2.59734121908838,diff
82Orig,172,I,10,2.03966490447015,3.87066493105809,diff
82Orig,173,r,7,4.43357881781639,2.92610980939861,diff
82Orig,174,r,4,1.13968854718186,3.12857485787872,diff
82Swap,164,ii,7,0.85086421733574,2.92610980939861,diff
82Swap,165,IV,6,0.653285630126144,2.59734121908838,diff
82Swap,166,I,10,2.03966490447015,3.87066493105809,diff
82Swap,167,ii,7,0.85086421733574,2.92610980939861,diff
82Swap,168,IV,6,0.653285630126144,2.59734121908838,diff
82Swap,169,V,10,1.94953038189678,3.87066493105809,diff
82Swap,170,ii,6,4.31305285837165,3.70632029152573,diff
82Swap,171,IV,4,4.37193389277424,3.63354861010026,diff
82Swap,172,I,4,1.46954292550693,4.00187619657519,diff
82Swap,173,r,5,3.39517469053766,4.51061679943078,diff
82Swap,174,r,4,1.13968854718186,3.12857485787872,diff
83Orig,167,ii,7,0.85086421733574,2.92610980939861,diff
83Orig,168,IV,6,0.653285630126144,2.59734121908838,diff
83Orig,169,I,10,2.03966490447015,3.87066493105809,diff
83Orig,170,ii,7,0.85086421733574,2.92610980939861,diff
83Orig,171,IV,6,0.653285630126144,2.59734121908838,diff
83Orig,172,I,10,2.03966490447015,3.87066493105809,diff
83Orig,173,r,7,4.43357881781639,2.92610980939861,diff
83Orig,174,r,4,1.13968854718186,3.12857485787872,diff
83Swap,167,ii,7,0.85086421733574,2.92610980939861,diff
83Swap,168,IV,6,0.653285630126144,2.59734121908838,diff
83Swap,169,I,10,2.03966490447015,3.87066493105809,diff
83Swap,170,ii,7,0.85086421733574,2.92610980939861,diff
83Swap,171,IV,6,0.653285630126144,2.59734121908838,diff
83Swap,172,V,10,1.94953038189678,3.87066493105809,diff
83Swap,173,r,6,3.84988200582017,3.70632029152573,diff
83Swap,174,r,4,1.27807355181068,3.12696229481379,diff
84Orig,30,i,10,0.375954634616485,1.83533895566217,diff
84Orig,31,i,10,0.375954634616485,1.83533895566217,diff
84Orig,32,i,10,0.375954634616485,1.83533895566217,diff
84Orig,33,i,10,0.375954634616485,1.83533895566217,diff
84Orig,34,-VI,10,5.79614719948574,1.83533895566217,diff
84Orig,35,-VII,10,2.55938204623207,3.26267332190654,diff
84Orig,36,i,10,1.75349945765774,3.84781497468846,diff
84Orig,37,i,10,2.67545300412116,4.28862497750717,diff
84Orig,38,-VI,7,4.84982939266552,1.37959878736994,diff
84Orig,39,-VII,7,1.77766356048499,4.03333419723077,diff
84Orig,40,i,8,1.72787832993804,3.90253239207434,diff
84Swap,30,i,10,0.375954634616485,1.83533895566217,diff
84Swap,31,i,10,0.375954634616485,1.83533895566217,diff
84Swap,32,i,10,0.375954634616485,1.83533895566217,diff
84Swap,33,i,10,0.375954634616485,1.83533895566217,diff
84Swap,34,-VI,10,5.79614719948574,1.83533895566217,diff
84Swap,35,i,10,2.65192091252914,3.26267332190654,diff
84Swap,36,i,6,0.691048785132266,2.62845401297198,diff
84Swap,37,i,7,0.856523683587454,3.24114270343079,diff
84Swap,38,-VI,8,0.935292769682996,3.2583774589464,diff
84Swap,39,-VII,6,4.26064624043933,3.07493218346843,diff
84Swap,40,i,5,2.95650648096196,4.61490200334281,diff
85Orig,44,V,10,4.72855607250612,4.21044302939859,diff
85Orig,45,V,7,1.10173070223499,3.50072245848389,diff
85Orig,46,I,8,2.72136400693507,4.55005814220107,diff
85Orig,47,I,9,1.56679122782503,4.03017231517549,diff
85Orig,48,V,10,3.73732581705366,3.9859305285304,diff
85Orig,49,I,9,2.88374522546687,3.88538978449738,diff
85Orig,50,I,9,2.52432388433463,4.26158498937798,diff
85Orig,51,I,7,0.270244693380988,1.4400256461393,diff
