Seq,Row,Symbol,Order,IC,Entropy,Function
21Swap,42,IV,10,1.89691130590303,3.83458317450422,diff
21Swap,43,I,8,3.94062188064114,3.05270467704197,diff
21Swap,44,V,8,3.90740880688203,3.94154938374833,diff
21Swap,45,V,7,2.74294727304724,4.28944955779125,diff
21Swap,46,V,7,1.10950951972794,3.59325767216088,diff
21Swap,47,V,8,2.80160365283999,3.6564908984142,diff
22Orig,36,IV,6,3.17191663102567,4.75935316690519,same
22Orig,37,V,7,3.80311627220607,4.72385210715729,same
22Orig,38,V,7,2.8481549951747,3.98827534106726,same
22Orig,39,I,7,2.70299931914385,4.53355976721527,same
22Orig,40,IV,8,2.53475083022115,4.18050170337303,same
22Orig,41,I,9,1.69263670578886,3.27623761466643,same
22Orig,42,V,9,3.75891887053607,4.90959660238383,same
22Orig,43,I,8,2.73756922958833,4.27720045804361,same
22Orig,44,I,8,4.13653394154148,4.10414048716538,same
22Orig,45,IV,7,2.29845372461154,4.13282205254122,same
22Orig,46,IV,8,2.52564798375394,4.4164605767946,same
22Swap,36,IV,6,3.17191663102567,4.75935316690519,same
22Swap,37,V,7,3.80311627220607,4.72385210715729,same
22Swap,38,V,7,2.8481549951747,3.98827534106726,same
22Swap,39,I,7,2.70299931914385,4.53355976721527,same
22Swap,40,IV,8,2.53475083022115,4.18050170337303,same
22Swap,41,iii,9,1.71710170421407,3.27623761466643,same
22Swap,42,V,5,4.72191745471816,4.31565581808827,same
22Swap,43,I,4,4.14307301486432,4.53543643403933,same
22Swap,44,I,4,3.78301047299727,4.8493861498084,same
22Swap,45,IV,4,4.69502151854934,5.03643990687403,same
22Swap,46,IV,4,3.65785406012989,5.18331483954859,same
23Orig,29,I,2,3.62733386156212,5.25812129869714,diff
23Orig,30,I,3,3.93484876671718,5.39285832169468,diff
23Orig,31,vi,4,3.74687732566516,5.24067778988391,diff
23Orig,32,IV,5,3.96008186201186,4.36382256832123,diff
23Orig,33,V,5,1.87804987833514,4.16990724615126,diff
23Orig,34,I,6,1.853442979483,3.67920182372236,diff
23Orig,35,vi,7,2.52382977985061,4.56972355852057,diff
23Orig,36,IV,8,2.3824688038596,3.88706853424905,diff
23Orig,37,V,8,1.49949323476361,3.85377210896697,diff
23Orig,38,i,9,6.32667389756334,4.22379570079315,diff
23Orig,39,iv,3,4.62588134109957,5.10430355008822,diff
23Swap,29,I,2,3.62733386156212,5.25812129869714,diff
23Swap,30,I,3,3.93484876671718,5.39285832169468,diff
23Swap,31,vi,4,3.74687732566516,5.24067778988391,diff
23Swap,32,IV,5,3.96008186201186,4.36382256832123,diff
23Swap,33,V,5,1.87804987833514,4.16990724615126,diff
23Swap,34,V,6,1.82797266458702,3.67920182372236,diff
23Swap,35,vi,7,5.79293383110708,4.27528358735548,diff
23Swap,36,IV,4,3.5635305118823,5.00004383282006,diff
23Swap,37,V,5,3.52928451518811,4.53493830623678,diff
23Swap,38,i,5,6.05954135542949,4.66362218791852,diff
23Swap,39,iv,3,4.62588134109957,5.10430355008822,diff
24Orig,48,I,2,3.62733386156212,5.25812129869714,diff
24Orig,49,I,3,3.93484876671718,5.39285832169468,diff
24Orig,50,vi,4,3.74687732566516,5.24067778988391,diff
24Orig,51,IV,5,3.96008186201186,4.36382256832123,diff
24Orig,52,V,5,1.87804987833514,4.16990724615126,diff
24Orig,53,I,6,1.853442979483,3.67920182372236,diff
24Orig,54,vi,7,2.52382977985061,4.56972355852057,diff
24Orig,55,IV,8,2.3824688038596,3.88706853424905,diff
24Orig,56,V,8,1.49949323476361,3.85377210896697,diff
24Orig,57,I,9,1.9303936317525,4.22379570079315,diff
24Orig,58,vi,10,1.88080767581976,4.02313374446947,diff
24Swap,48,I,2,3.62733386156212,5.25812129869714,diff
24Swap,49,I,3,3.93484876671718,5.39285832169468,diff
24Swap,50,vi,4,3.74687732566516,5.24067778988391,diff
24Swap,51,IV,5,3.96008186201186,4.36382256832123,diff
24Swap,52,V,5,1.87804987833514,4.16990724615126,diff
24Swap,53,V,6,1.82797266458702,3.67920182372236,diff
24Swap,54,vi,7,5.79293383110708,4.27528358735548,diff
24Swap,55,IV,4,3.5635305118823,5.00004383282006,diff
24Swap,56,V,5,3.52928451518811,4.53493830623678,diff
24Swap,57,I,5,2.58246810653627,4.66362218791852,diff
24Swap,58,vi,6,2.56180647323338,4.85326759621812,diff
25Orig,30,-VII,7,4.89844503269693,4.95584066493575,diff
25Orig,31,-VII,6,1.89965395617845,3.95176031826802,diff
25Orig,32,I,7,3.55021084307568,3.57054095594617,diff
25Orig,33,I,6,0.376473639209998,1.93026401819677,diff
25Orig,34,-VII,8,2.96249351636177,4.68747830391209,diff
25Orig,35,-VII,9,1.9592734809575,3.70475341419584,diff
25Orig,36,I,6,0.177899069698406,1.08949056732555,diff
25Orig,37,I,10,1.60475077706522,4.01957513269836,diff
25Orig,38,-III,10,6.09028248798116,3.06308177635275,diff
25Orig,39,-VII,4,4.63061935666231,4.17633357061064,diff
25Orig,40,I,4,2.27769431120233,4.11781601040438,diff
25Swap,30,-VII,7,4.89844503269693,4.95584066493575,diff
25Swap,31,-VII,6,1.89965395617845,3.95176031826802,diff
25Swap,32,I,7,3.55021084307568,3.57054095594617,diff
25Swap,33,I,6,0.376473639209998,1.93026401819677,diff
25Swap,34,-VII,8,2.96249351636177,4.68747830391209,diff
25Swap,35,IV,9,1.98792860250841,3.70475341419584,diff
25Swap,36,I,7,2.80783610144684,3.95742194495102,diff
25Swap,37,I,7,1.74344431982525,4.28584610242162,diff
25Swap,38,-III,8,6.48999239576055,4.04057376696058,diff
25Swap,39,-VII,4,3.78433409097865,5.05598871994761,diff
25Swap,40,I,5,1.36806447115574,3.57438618857828,diff
26Orig,5,IV,4,2.1199430935917,4.0461720611273,diff
26Orig,6,I,5,2.15130697454391,4.35164318984455,diff
26Orig,7,I,6,1.65056429031761,4.25230869013516,diff
26Orig,8,I,7,3.32391701790149,4.16177991918315,diff
26Orig,9,-VII,7,3.05410855189394,4.76373199433649,diff
26Orig,10,IV,8,2.00872277556783,3.79394471810596,diff
26Orig,11,I,9,1.79950550737075,4.21183614912391,diff
26Orig,12,I,10,0.717640562628732,2.84456858868683,diff
26Orig,13,I,10,1.56903786113113,3.76664344097196,diff
26Orig,14,-VII,9,0.796731348472678,2.9580011072157,diff
26Orig,15,IV,9,0.490592991756572,2.01150124198151,diff
26Swap,5,IV,4,2.1199430935917,4.0461720611273,diff
26Swap,6,I,5,2.15130697454391,4.35164318984455,diff
26Swap,7,I,6,1.65056429031761,4.25230869013516,diff
26Swap,8,I,7,3.32391701790149,4.16177991918315,diff
26Swap,9,-VII,7,3.05410855189394,4.76373199433649,diff
26Swap,10,I,8,1.97692422481016,3.79394471810596,diff
26Swap,11,I,6,0.73154168418172,2.86058223746682,diff
26Swap,12,I,8,2.79819825937019,3.76799158883038,diff
26Swap,13,I,8,2.47490064123968,4.22376684110052,diff
26Swap,14,-VII,8,3.43064213814947,4.35878098776267,diff
26Swap,15,IV,8,3.28598045128531,3.79387173245888,diff
27Orig,17,I,10,1.21969202268796,3.32827375321819,diff
27Orig,18,I,10,2.56882389494038,4.39906553814893,diff
27Orig,19,IV,9,4.91582281624992,2.29715580088577,diff
27Orig,20,IV,9,3.00633171978922,4.07648621875953,diff
27Orig,21,I,9,2.84021440372657,4.3913537074218,diff
27Orig,22,I,9,1.69297715095497,3.31450644019226,diff
27Orig,23,V,9,3.26358566469595,4.90055906702883,diff
27Orig,24,IV,10,0.985914162166658,3.14855323063443,diff
27Orig,25,II,10,8.041166036081,1.29055952801579,diff
27Orig,26,V,5,1.62210861856707,4.27607618068734,diff
27Orig,27,V,5,2.65836941396555,4.23927889949107,diff
27Swap,17,I,10,1.21969202268796,3.32827375321819,diff
27Swap,18,I,10,2.56882389494038,4.39906553814893,diff
27Swap,19,IV,9,4.91582281624992,2.29715580088577,diff
27Swap,20,IV,9,3.00633171978922,4.07648621875953,diff
27Swap,21,I,9,2.84021440372657,4.3913537074218,diff
27Swap,22,ii,9,1.66091199090094,3.31450644019226,diff
27Swap,23,V,10,1.14863860619403,3.31062481284109,diff
27Swap,24,IV,6,4.48404790980611,3.67697615249552,diff
27Swap,25,II,5,6.61837144867184,3.94300770747218,diff
27Swap,26,V,3,2.19176134254573,4.6530474584493,diff
27Swap,27,V,4,2.40251783718353,4.66435458200524,diff
28Orig,15,V,5,3.21705620177173,5.01662187571857,diff
28Orig,16,I,6,2.67033006378035,4.73710359583459,diff
28Orig,17,I,7,3.06266392043523,4.68717121707042,diff
28Orig,18,IV,8,2.37847093599765,4.28088114008171,diff
28Orig,19,V,8,3.07596137370831,3.92532432291195,diff
28Orig,20,IV,8,1.81711607812325,3.57711650697588,diff
28Orig,21,V,7,1.19351924814739,3.57734780338814,diff
28Orig,22,I,8,1.0218202749158,3.36711748039212,diff
28Orig,23,V,9,1.2234859951298,3.68552040040589,diff
28Orig,24,I,7,0.886541154359843,2.93913629048598,diff
28Orig,25,V,8,4.34009413824543,3.48141910422108,diff
28Swap,15,V,5,3.21705620177173,5.01662187571857,diff
28Swap,16,I,6,2.67033006378035,4.73710359583459,diff
28Swap,17,I,7,3.06266392043523,4.68717121707042,diff
28Swap,18,IV,8,2.37847093599765,4.28088114008171,diff
28Swap,19,V,8,3.07596137370831,3.92532432291195,diff
28Swap,20,I,8,1.85093391240781,3.57711650697588,diff
28Swap,21,V,8,3.89111105336329,4.37086522062495,diff
28Swap,22,I,8,1.64499852425274,3.89451489778177,diff
28Swap,23,V,9,3.92675292272346,4.68098952390519,diff
28Swap,24,I,7,1.80636191138905,4.29442298895489,diff
28Swap,25,V,7,0.560901088291997,2.5109388156011,diff
29Orig,31,V,10,0.952716330746421,3.29134384267367,diff
29Orig,32,I,10,1.61495597862765,3.97600051330151,diff
29Orig,33,I,10,4.02639980157104,3.29134384267367,diff
29Orig,34,IV,8,2.37847093599765,4.28088114008171,diff
29Orig,35,V,8,3.07596137370831,3.92532432291195,diff
29Orig,36,IV,8,1.81711607812325,3.57711650697588,diff
29Orig,37,V,7,1.19351924814739,3.57734780338814,diff
29Orig,38,vi,8,5.26964827679505,3.36711748039212,diff
29Orig,39,vi,5,2.61424445816464,4.51646421296617,diff
29Orig,40,V,6,3.56305538769607,4.86040536835322,diff
29Orig,41,IV,5,3.41788446991513,4.33136370028551,diff
29Swap,31,V,10,0.952716330746421,3.29134384267367,diff
29Swap,32,I,10,1.61495597862765,3.97600051330151,diff
29Swap,33,I,10,4.02639980157104,3.29134384267367,diff
29Swap,34,IV,8,2.37847093599765,4.28088114008171,diff
29Swap,35,V,8,3.07596137370831,3.92532432291195,diff
29Swap,36,I,8,1.85093391240781,3.57711650697588,diff
29Swap,37,V,8,3.89111105336329,4.37086522062495,diff
29Swap,38,vi,8,3.87851574666502,3.89451489778177,diff
29Swap,39,vi,6,3.48113219431672,4.8094836945008,diff
29Swap,40,V,6,4.2726188445927,4.45590360436237,diff
29Swap,41,IV,5,2.60431849145915,4.43539968722439,diff
30Orig,61,V,7,0.560901088291997,2.5109388156011,diff
30Orig,62,I,9,2.5025267805825,4.21601609217356,diff
30Orig,63,I,9,3.36884388989955,4.29013334030952,diff
30Orig,64,IV,8,2.37847093599765,4.28088114008171,diff
30Orig,65,V,8,3.07596137370831,3.92532432291195,diff
30Orig,66,IV,8,1.81711607812325,3.57711650697588,diff
30Orig,67,V,7,1.19351924814739,3.57734780338814,diff
30Orig,68,vi,8,5.26964827679505,3.36711748039212,diff
30Orig,69,vi,5,2.61424445816464,4.51646421296617,diff
30Orig,70,IV,6,3.80709410916579,4.86040536835322,diff
30Orig,71,I,5,4.92701496116725,4.40189972225139,diff
30Swap,61,V,7,0.560901088291997,2.5109388156011,diff
30Swap,62,I,9,2.5025267805825,4.21601609217356,diff
30Swap,63,I,9,3.36884388989955,4.29013334030952,diff
30Swap,64,IV,8,2.37847093599765,4.28088114008171,diff
30Swap,65,V,8,3.07596137370831,3.92532432291195,diff
30Swap,66,I,8,1.85093391240781,3.57711650697588,diff
30Swap,67,V,8,3.89111105336329,4.37086522062495,diff
30Swap,68,vi,8,3.87851574666502,3.89451489778177,diff
30Swap,69,vi,6,3.48113219431672,4.8094836945008,diff
30Swap,70,IV,6,2.46646341271608,4.45590360436237,diff
30Swap,71,I,7,5.2368245859494,4.01514363039404,diff
31Orig,76,V,7,2.78284019218019,4.36156009225196,diff
31Orig,77,I,7,2.3563426904153,4.56092772197181,diff
31Orig,78,I,8,3.25784898413654,4.45911200559159,diff
31Orig,79,IV,8,2.37847093599765,4.28088114008171,diff
31Orig,80,V,8,3.07596137370831,3.92532432291195,diff
31Orig,81,IV,8,1.81711607812325,3.57711650697588,diff
31Orig,82,V,7,1.19351924814739,3.57734780338814,diff
31Orig,83,vi,8,5.26964827679505,3.36711748039212,diff
31Orig,84,vi,5,2.61424445816464,4.51646421296617,diff
31Orig,85,IV,6,3.80709410916579,4.86040536835322,diff
31Orig,86,vi,5,4.13355430920999,4.40189972225139,diff
31Swap,76,V,7,2.78284019218019,4.36156009225196,diff
31Swap,77,I,7,2.3563426904153,4.56092772197181,diff
31Swap,78,I,8,3.25784898413654,4.45911200559159,diff
31Swap,79,IV,8,2.37847093599765,4.28088114008171,diff
31Swap,80,V,8,3.07596137370831,3.92532432291195,diff
31Swap,81,I,8,1.85093391240781,3.57711650697588,diff
31Swap,82,V,8,3.89111105336329,4.37086522062495,diff
31Swap,83,vi,8,3.87851574666502,3.89451489778177,diff
31Swap,84,vi,6,3.48113219431672,4.8094836945008,diff
31Swap,85,IV,6,2.46646341271608,4.45590360436237,diff
31Swap,86,vi,7,4.44336393399215,4.01514363039404,diff
32Orig,47,I,6,1.95267344214627,4.20117420775764,diff
32Orig,48,IV,7,2.1309626393831,4.70086868325931,diff
32Orig,49,I,6,1.22962882394212,3.64470522436661,diff
32Orig,50,I,6,3.98987230472944,4.19647092242778,diff
32Orig,51,v,6,5.86900786791375,4.8590430194787,diff
32Orig,52,IV,4,2.08333811244592,3.83058547483252,diff
32Orig,53,I,5,2.43777738750728,4.68508964406591,diff
32Orig,54,v,6,3.14966318625464,3.32318731377051,diff
32Orig,55,IV,4,0.784912747859321,3.00300979169139,diff
32Orig,56,I,7,2.91403690011687,4.96821215045976,diff
32Orig,57,v,8,1.50603408448104,4.01811148390266,diff
32Swap,47,I,6,1.95267344214627,4.20117420775764,diff
32Swap,48,IV,7,2.1309626393831,4.70086868325931,diff
32Swap,49,I,6,1.22962882394212,3.64470522436661,diff
32Swap,50,I,6,3.98987230472944,4.19647092242778,diff
32Swap,51,v,6,5.86900786791375,4.8590430194787,diff
32Swap,52,I,4,2.11771214311419,3.83058547483252,diff
32Swap,53,I,5,2.83802409561404,4.8648337294863,diff
32Swap,54,v,6,4.54444272440213,4.40492248965267,diff
32Swap,55,IV,5,2.48466497676191,3.71309644325984,diff
32Swap,56,I,5,3.38355035513168,4.74976837868378,diff
32Swap,57,v,5,2.63151197477669,4.19707070423207,diff
33Orig,14,i,10,0.370289092326845,1.81564394595592,diff
33Orig,15,i,10,0.370289092326845,1.81564394595592,diff
33Orig,16,i,10,0.370289092326845,1.81564394595592,diff
33Orig,17,i,10,0.370289092326845,1.81564394595592,diff
33Orig,18,-VI,10,5.86796500257781,1.81564394595592,diff
33Orig,19,-VI,10,1.90442683607628,3.35896730776017,diff
33Orig,20,-VII,10,2.93481165105982,3.27911047960011,diff
33Orig,21,-VII,6,3.14910936288543,3.93375987015485,diff
33Orig,22,i,6,1.99123205691774,4.34653294817134,diff
33Orig,23,i,5,0.550390440437662,2.39297654428268,diff
33Orig,24,i,7,1.69189000260593,4.22213780617828,diff
33Swap,14,i,10,0.370289092326845,1.81564394595592,diff
33Swap,15,i,10,0.370289092326845,1.81564394595592,diff
33Swap,16,i,10,0.370289092326845,1.81564394595592,diff
33Swap,17,i,10,0.370289092326845,1.81564394595592,diff
33Swap,18,-VI,10,5.86796500257781,1.81564394595592,diff
33Swap,19,-VII,10,1.93882945247427,3.35896730776017,diff
33Swap,20,-VII,10,5.12870923604448,3.48859362556922,diff
33Swap,21,-VII,4,3.76241432327502,4.97147456433305,diff
33Swap,22,i,5,2.2842426524974,4.6988622188127,diff
33Swap,23,i,6,2.41526512567638,4.42100093175782,diff
33Swap,24,i,6,3.55399638108072,3.97932083386256,diff
34Orig,18,I,9,3.25782846793637,3.7978263197361,same
34Orig,19,I,8,2.72092390360685,4.01674081377067,same
34Orig,20,I,8,2.76186069147409,4.40839751546089,same
34Orig,21,IV,8,3.27464215059947,4.44574812377403,same
34Orig,22,V,8,3.39109290901577,4.31097476957257,same
34Orig,23,I,8,1.83329685349534,3.5019296938752,same
34Orig,24,I,8,1.23828701835089,3.64335459941019,same
34Orig,25,IV,9,2.26160987890201,4.42037199961953,same
34Orig,26,ii,8,7.00183381411412,2.20856118390046,same
34Orig,27,V,5,3.055270676836,4.32707949512821,same
34Orig,28,V,5,5.04135840415833,3.70289641509496,same
34Swap,18,I,9,3.25782846793637,3.7978263197361,same
34Swap,19,I,8,2.72092390360685,4.01674081377067,same
34Swap,20,I,8,2.76186069147409,4.40839751546089,same
34Swap,21,IV,8,3.27464215059947,4.44574812377403,same
34Swap,22,V,8,3.39109290901577,4.31097476957257,same
34Swap,23,vi,8,1.79861173164916,3.5019296938752,same
34Swap,24,I,6,4.40166221832628,3.28130919074298,same
34Swap,25,IV,5,2.93202522060726,4.34928547179533,same
34Swap,26,ii,5,5.25058150971761,4.69720429794473,same
34Swap,27,V,4,3.27636419126573,4.34577151009355,same
34Swap,28,V,4,4.59222612633202,4.29278115640568,same
35Orig,7,I,6,1.88979591077031,4.66416159969298,diff
35Orig,8,IV,7,4.0429459126919,4.5391173051375,diff
35Orig,9,IV,8,2.3551776370972,4.59700690273396,diff
35Orig,10,ii,9,4.398916544381,4.50423349557792,diff
35Orig,11,ii,8,1.20982757467915,3.30211890313117,diff
35Orig,12,V,10,2.42688039662679,3.90880936166406,diff
35Orig,13,V,6,0.331904204790606,1.58432352994755,diff
35Orig,14,I,8,0.527340794077516,2.22704930010333,diff
35Orig,15,IV,7,6.24459796006823,2.34471687970151,diff
35Orig,16,V,5,3.04953028308499,4.64134386971083,diff
35Orig,17,V,6,3.56773506761317,4.03885024930463,diff
35Swap,7,I,6,1.88979591077031,4.66416159969298,diff
35Swap,8,IV,7,4.0429459126919,4.5391173051375,diff
35Swap,9,IV,8,2.3551776370972,4.59700690273396,diff
35Swap,10,ii,9,4.398916544381,4.50423349557792,diff
35Swap,11,ii,8,1.20982757467915,3.30211890313117,diff
35Swap,12,ii,10,2.39136086572978,3.90880936166406,diff
35Swap,13,V,6,2.95673222764605,4.1222936203615,diff
35Swap,14,I,5,3.59658247335773,4.31944770111023,diff
35Swap,15,IV,5,3.91798879489613,5.09216525819203,diff
35Swap,16,V,6,4.24274179760056,3.92026051191224,diff
35Swap,17,V,5,3.40465546737439,4.55093374148198,diff
36Orig,61,I,6,3.27606977865518,4.37283475120766,same
36Orig,62,I,6,1.4263101307918,3.68481532273805,same
36Orig,63,vi,7,3.42368148987719,5.03685504897232,same
36Orig,64,IV,8,2.8838181610242,4.86296300407809,same
36Orig,65,I,9,2.74410338753293,4.44420761130212,same
36Orig,66,I,10,1.70770532908253,3.41533014075577,same
36Orig,67,vi,10,1.08570953934378,3.50547989872995,same
36Orig,68,IV,10,1.51769541186327,3.57876143545739,same
36Orig,69,I,10,0.583486220360575,2.41762612239971,same
36Orig,70,I,10,1.70770532908253,3.41533014075577,same
36Orig,71,vi,10,1.08570953934378,3.50547989872995,same
36Swap,61,I,6,3.27606977865518,4.37283475120766,same
36Swap,62,I,6,1.4263101307918,3.68481532273805,same
36Swap,63,vi,7,3.42368148987719,5.03685504897232,same
36Swap,64,IV,8,2.8838181610242,4.86296300407809,same
36Swap,65,I,9,2.74410338753293,4.44420761130212,same
36Swap,66,vi,10,1.74590572556191,3.41533014075577,same
36Swap,67,vi,6,5.51775756243273,2.97906035590024,same
36Swap,68,IV,4,3.13360013122184,5.09871222947659,same
36Swap,69,I,5,2.71772769908623,4.32215104007493,same
36Swap,70,I,6,3.27711094736891,4.67472000792653,same
36Swap,71,vi,6,4.84403438362957,5.08318139223792,same
37Orig,77,I,10,0.583486220360575,2.41762612239971,same
37Orig,78,I,10,1.70770532908253,3.41533014075577,same
37Orig,79,vi,10,1.08570953934378,3.50547989872995,same
37Orig,80,IV,10,1.51769541186327,3.57876143545739,same
37Orig,81,I,10,0.583486220360575,2.41762612239971,same
37Orig,82,I,10,1.70770532908253,3.41533014075577,same
37Orig,83,vi,10,1.08570953934378,3.50547989872995,same
37Orig,84,IV,10,1.51769541186327,3.57876143545739,same
37Orig,85,I,10,0.583486220360575,2.41762612239971,same
37Orig,86,IV,10,5.47548492810316,3.41533014075577,same
37Orig,87,I,4,2.37582235205616,4.8703107276848,same
37Swap,77,I,10,0.583486220360575,2.41762612239971,same
37Swap,78,I,10,1.70770532908253,3.41533014075577,same
37Swap,79,vi,10,1.08570953934378,3.50547989872995,same
37Swap,80,IV,10,1.51769541186327,3.57876143545739,same
37Swap,81,I,10,0.583486220360575,2.41762612239971,same
37Swap,82,vi,10,1.74590572556191,3.41533014075577,same
37Swap,83,vi,6,5.51775756243273,2.97906035590024,same
37Swap,84,IV,4,3.13360013122184,5.09871222947659,same
37Swap,85,I,5,2.71772769908623,4.32215104007493,same
37Swap,86,IV,6,2.68495122254632,4.67472000792653,same
37Swap,87,I,5,1.70017409035567,4.46038975271974,same
38Orig,148,I,7,2.74410338753293,4.44420761130212,same
38Orig,149,I,8,1.90611497792934,4.02752489897683,same
38Orig,150,vi,9,2.80475078217127,4.79994003548827,same
38Orig,151,IV,10,1.51769541186327,3.57876143545739,same
38Orig,152,I,10,0.583486220360575,2.41762612239971,same
38Orig,153,I,10,1.70770532908253,3.41533014075577,same
38Orig,154,vi,10,1.08570953934378,3.50547989872995,same
38Orig,155,IV,10,1.51769541186327,3.57876143545739,same
38Orig,156,I,10,0.583486220360575,2.41762612239971,same
38Orig,157,IV,10,5.47548492810316,3.41533014075577,same
38Orig,158,V,4,4.39564395452084,4.8703107276848,same
38Swap,148,I,7,2.74410338753293,4.44420761130212,same
38Swap,149,I,8,1.90611497792934,4.02752489897683,same
38Swap,150,vi,9,2.80475078217127,4.79994003548827,same
38Swap,151,IV,10,1.51769541186327,3.57876143545739,same
38Swap,152,I,10,0.583486220360575,2.41762612239971,same
38Swap,153,vi,10,1.74590572556191,3.41533014075577,same
38Swap,154,vi,6,5.51775756243273,2.97906035590024,same
38Swap,155,IV,4,3.13360013122184,5.09871222947659,same
38Swap,156,I,5,2.71772769908623,4.32215104007493,same
38Swap,157,IV,6,2.68495122254632,4.67472000792653,same
38Swap,158,V,5,4.61751340613445,4.46038975271974,same
39Orig,39,IV,10,1.30836396005625,3.70482386439947,diff
39Orig,40,V,10,3.07209762713449,3.53639656553996,diff
39Orig,41,V,10,2.71569241837641,4.28386554910039,diff
39Orig,42,V,10,1.6149011658048,3.64465794050407,diff
39Orig,43,V,8,0.448163223357541,2.05854265582376,diff
39Orig,44,V,10,1.92362826930012,3.89725789869066,diff
39Orig,45,I,10,3.78259795243417,3.53038668312192,diff
39Orig,46,I,7,1.23562971725538,3.89727432548242,diff
39Orig,47,I,10,1.76612399394626,4.23479505559226,diff
39Orig,48,I,9,2.22956727906427,3.95721996048396,diff
39Orig,49,IV,9,2.71368649028147,4.24152400779891,diff
39Swap,39,IV,10,1.30836396005625,3.70482386439947,diff
39Swap,40,V,10,3.07209762713449,3.53639656553996,diff
39Swap,41,V,10,2.71569241837641,4.28386554910039,diff
39Swap,42,V,10,1.6149011658048,3.64465794050407,diff
39Swap,43,V,8,0.448163223357541,2.05854265582376,diff
39Swap,44,I,10,1.88194867820394,3.89725789869066,diff
39Swap,45,I,10,3.14353060149128,4.2112973553918,diff
39Swap,46,I,8,3.25421804399821,4.69086881637994,diff
39Swap,47,I,8,1.03566712724962,3.44577935872353,diff
39Swap,48,I,9,1.95330932817125,4.23395625354656,diff
39Swap,49,IV,10,3.76040998116916,3.19772341154518,diff
40Orig,35,IV,10,0.347642731333444,1.71634498791824,diff
40Orig,36,V,10,4.2537783574488,2.4986190005918,diff
40Orig,37,V,10,2.63769676166049,3.58301862975254,diff
40Orig,38,V,10,1.52817226297331,3.71912780018366,diff
40Orig,39,V,8,0.448163223357541,2.05854265582376,diff
40Orig,40,V,10,1.92197276609165,3.89625235312383,diff
40Orig,41,V,10,2.12251407138578,4.56971110638061,diff
40Orig,42,I,8,3.89513959170348,3.2198337845621,diff
40Orig,43,IV,8,3.91829964204278,4.38382461230775,diff
40Orig,44,I,8,2.52766840512769,4.24198717795153,diff
40Orig,45,IV,7,2.6997083581424,4.84243755709658,diff
40Swap,35,IV,10,0.347642731333444,1.71634498791824,diff
40Swap,36,V,10,4.2537783574488,2.4986190005918,diff
40Swap,37,V,10,2.63769676166049,3.58301862975254,diff
40Swap,38,V,10,1.52817226297331,3.71912780018366,diff
40Swap,39,V,8,0.448163223357541,2.05854265582376,diff
40Swap,40,I,10,1.88029317499547,3.89625235312383,diff
40Swap,41,V,10,5.01562347605828,4.2112973553918,diff
40Swap,42,I,6,2.56827314951567,4.62568879957033,diff
40Swap,43,IV,7,3.23948484661206,4.49436747611428,diff
40Swap,44,I,7,1.73948894006998,4.09715752739071,diff
40Swap,45,IV,7,1.2999436821105,3.72776912986104,diff
41Orig,18,I,8,2.39803135374607,4.3709830969877,diff
41Orig,19,I,6,0.781063473168627,3.12089608307501,diff
41Orig,20,I,9,1.63883494435368,4.31245991945738,diff
41Orig,21,I,8,1.5334545450268,4.28371185447975,diff
41Orig,22,ii,9,4.48802418634782,4.34721818095564,diff
41Orig,23,ii,8,2.61083162883605,3.76025454986751,diff
41Orig,24,ii,8,2.41385746212223,4.09194268750043,diff
41Orig,25,ii,9,2.03092463242722,4.15153153700431,diff
41Orig,26,ii,9,1.77948100809408,4.27710037121857,diff
41Orig,27,ii,7,1.47102281440559,3.99536093043448,diff
41Orig,28,I,7,3.45503836810996,3.93302457531425,diff
41Swap,18,I,8,2.39803135374607,4.3709830969877,diff
41Swap,19,I,6,0.781063473168627,3.12089608307501,diff
41Swap,20,I,9,1.63883494435368,4.31245991945738,diff
41Swap,21,I,8,1.5334545450268,4.28371185447975,diff
41Swap,22,ii,9,4.48802418634782,4.34721818095564,diff
41Swap,23,V,8,2.5671793312869,3.76025454986751,diff
41Swap,24,ii,8,2.06988598370855,4.23756419890561,diff
41Swap,25,ii,6,6.64965720291808,1.11754904727154,diff
41Swap,26,ii,4,2.87845558930056,4.64162614989219,diff
41Swap,27,ii,5,3.13493367188374,3.96444387848469,diff
41Swap,28,I,5,4.07338982597919,4.59260258622767,diff
42Orig,15,I,9,4.07606615995159,3.46071396724405,same
42Orig,16,IV,8,3.32622360963373,4.56504227957198,same
42Orig,17,IV,7,3.68532640905355,3.98423380547549,same
42Orig,18,ii,7,4.03011409032847,4.73049488785554,same
42Orig,19,V,7,1.31631610303738,3.55832666969557,same
42Orig,20,I,8,1.90852366743759,3.73177680009914,same
42Orig,21,I,8,1.86631647281849,3.63462654824428,same
42Orig,22,I,8,2.81450465779132,4.70211779612531,same
42Orig,23,I,8,1.14320876424012,3.67452778293263,same
42Orig,24,IV,7,1.30835467877411,3.85100431526033,same
42Orig,25,IV,8,1.12426919694161,3.52482899796569,same
42Swap,15,I,9,4.07606615995159,3.46071396724405,same
42Swap,16,IV,8,3.32622360963373,4.56504227957198,same
42Swap,17,IV,7,3.68532640905355,3.98423380547549,same
42Swap,18,ii,7,4.03011409032847,4.73049488785554,same
42Swap,19,V,7,1.31631610303738,3.55832666969557,same
42Swap,20,iii,8,1.86484068313054,3.73177680009914,same
